"{'tweet_id': '126415614616154112', 'label': 'positive', 'topic': 'apple', 'text': 'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is'}" 
"{'tweet_id': '126611679961300993', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Apple es la firma tecnológica más valorada por delante de #Microsoft e #IBM http://t.co/7866c2bL #tecnify'}"
"{'tweet_id': '126608861808431107', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Un teclado táctil sobre cualquier superficie · http://t.co/596vTdrm http://t.co/zhyeGWaZ #Microsoft #Tecnologia'}"
"{'tweet_id': '126607587406913536', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""Wie ist es #Apple gelungen, seinen größten Rivalen #Microsoft endgültig abzuhängen? Der @guardian erklärt's http://t.co/yE6lT3Bo (CvD)""}"
"{'tweet_id': '126606198911930368', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft se réjouit d’avoir loupé le rachat de #Yahoo!'}"
"{'tweet_id': '126606101671186432', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Ballmer: ""Necesitas ser un científico para manejar Android"" http://t.co/7iEeAtNR #Microsoft #Steve_Ballmer #SteveBallmer #Windows_Phone'}"
"{'tweet_id': '126604075809771520', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""Terminaux Windows 8 empêchant d'installer Linux : la polémique enfle http://t.co/WIBbwi5t #Microsoft""}"
"{'tweet_id': '126601340242767872', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""#microsoft satisfait d'avoir rate #yahoo depuis quand les échecs sont des victoires? M #ballmer va falloir laisser la place a un visionnaire""}"
"{'tweet_id': '126599691881299968', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Top 10 de páginas web en las que invertimos más tiempo los españoles http://t.co/By5CAFSD via @trecebits #microsoft #tic'}"
"{'tweet_id': '126599445168144384', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""GameFly's 'Under $20' sale has too many good values http://t.co/7eBTsjPW #3ds #deadspace2 #ds #lanoire #microsoft""}"
"{'tweet_id': '126598693351723010', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#FailSteveJobs #Microsoft โดย ARIP ฮาๆ มีสับสนนิดโหน่ย XD cc @failinth =P http://t.co/zPzNMwVe'}"
"{'tweet_id': '126598545062105088', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Microsoft OmniTouch, cuando cualquier superficie puede ser una ""pantalla táctil"" http://t.co/ZvZxxzUl #Microsoft #OmniTouch #evento'}"
"{'tweet_id': '126596658929733632', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Plan Carrera #microsoft technical:Certificación desarrollador y diseñador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito'}"
"{'tweet_id': '126596412187226112', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Job #ICT Sachbearbeiter Immobilienbewirtschaftung (m/w): Gfeller Treuhand und Verwaltungs AG, Dübendorf http://t.co/9ZrHM9sa #Microsoft #IT'}"
"{'tweet_id': '126596388615229441', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""#Microsoft dirà che #Google ha usato il brevetto dell'animazione del cerchio?! | Google Presentations New Version http://t.co/vmzshHUQ""}"
"{'tweet_id': '126595424810307584', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @cynblackstone: Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte v ...'}"
"{'tweet_id': '126592053055459328', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Unterstützenswerte Aktion der #fsf+ http://t.co/RCOt2NWi #microsoft-'}"
"{'tweet_id': '126590333520855040', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Un teclado tactil para cualquier superficie.. http://t.co/SQXjkJAo #microsoft'}"
"{'tweet_id': '126590035314229249', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft tester browser sikkerhet. Rart hvordan #IE9 plutselig ble best og langt bedre enn #Chrome og #Firefox. http://t.co/dUthF0nO'}"
"{'tweet_id': '126589139150839808', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT =  ...""}"
"{'tweet_id': '126589085304369152', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT = fijn #Zwolle""}"
"{'tweet_id': '126588920958955521', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""Il n'y a pas qu'à la maison que #windows plante :D http://t.co/TYh0AbxL #bug #BSOD #microsoft #plantage #lieuxpublics""}"
"{'tweet_id': '126588570961068032', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Gibt es nun auch Sicherheitslücken bei #Microsoft? Mehrere Seiten berichten über gehackte Xbox-Live-Accounts: http://t.co/4GZ6fVkU #xbox'}"
"{'tweet_id': '126586819713310720', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Pozdrowienia z sali A #mts2011 #Microsoft #surface obecnie  http://t.co/QfQkHAYd'}"
"{'tweet_id': '126586599772389376', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'sunt la http://t.co/x6icubdz #microsoft #events'}"
"{'tweet_id': '126585997814280192', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @fdruel: Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et ""wearable"" (cc @Billaut) http ...'}"
"{'tweet_id': '126585200355454976', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et ""wearable"" (cc @Billaut) http://t.co/6ODVjEQG'}"
"{'tweet_id': '126583539662733312', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Nieuw partnership  #DigiProfs , #Microsoft en #IP-Randsteden voor #Office365 . 2000 Gratis intrductie cursussen ter beschikking.'}"
"{'tweet_id': '126582476121444352', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Povidani s #Microsoft o #Azure. V Evrope uz je data centrum i v Amsterodamu, chysta se v Nemecku a Rusku. V kazdem pres 250 000 serveru.'}"
"{'tweet_id': '126581464052678656', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Windows Phone News: Nokia, Sony und kommende Updates - Windows-News: http://t.co/BlU7a24D #wp7 #nokia #microsoft'}"
"{'tweet_id': '126579540070907904', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'CEO Microsoft: Kami Beruntung Tak Akuisisi Yahoo http://t.co/Viy6W6Z0 \n #Microsoft'}"
"{'tweet_id': '126579035093479425', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Wenn #Microsoft eine touchfähige #Office Suite für iOS rausbringen würde, wäre ich sehr entzückt!'}"
"{'tweet_id': '126578736148652032', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Job #ICT Windows Client Engineering im IT Forschungsumfeld!: GSI Consultants, Zürich http://t.co/0OQ1qvEn #Microsoft #IT'}"
"{'tweet_id': '126576827476094976', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Forbes fordert Steve Ballmer zum Rücktritt auf http://t.co/kpO2TPt9 via @forbes  #microsoft'}"
"{'tweet_id': '126576629395898368', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Management-Tool aus der Cloud: #Microsoft erweitert #Intune um Softwareverteilung und Remote Task http://t.co/b43OHRlQ @windows'}"
"{'tweet_id': '126576294359072768', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""RT @MichaelKroker: Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz""}"
"{'tweet_id': '126575943706877953', 'label': 'irrelevant', 'topic': 'microsoft', 'text': ""Kroker's Look @ IT: Der #Apple-Schock im PC-Markt - mit unerwartetem Potenzial für #Microsoft --&gt; http://t.co/29vCUgQz""}"
"{'tweet_id': '126575853818744832', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4growth http://t.co/sfciksak'}"
"{'tweet_id': '126575680585596928', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft ruft #Cloud 4 Society Award ins Leben http://t.co/96qcjhlI  via @searchsoftware'}"
"{'tweet_id': '126575637942120448', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @hectorsm: Qué prioridades tenemos como Pais? Plan Nacional: http://t.co/paeNlAnn #in #microsoft'}"
"{'tweet_id': '126575368692957184', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Oef..#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2...'}"
"{'tweet_id': '126575205048000512', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2jCbeJI #googletoolbar'}"
"{'tweet_id': '126574756307808256', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Según el estudio KAR de Ipsos, #Apple es la firma tecnológica más valorada por delante de #Microsoft, #HP e #IBM http://t.co/qlyQbRyd'}"
"{'tweet_id': '126574310176468992', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse, dank Kelly en Brigitte voor de goede ontvangst!'}"
"{'tweet_id': '126573880285466625', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'En España, se pasa más tiempo en sites de #Microsoft que en #Facebook y que en sites de #Google... http://t.co/zXYauNAq via @TreceBits'}"
"{'tweet_id': '126573784961527808', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#SPOED! Op zoek naar een #Support #Engineer!  #HBO #Microsoft #sharepoint #SQL! Ben jij analytisch/klantgerich… (cont) http://t.co/RCaS7Kph'}"
"{'tweet_id': '126573378302783488', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo'}"
"{'tweet_id': '126570427479896064', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Job #ICT SAP Basis Administrator - SAP Platform & SOA: BROMsolutions AG , Zürich http://t.co/lrut8lhu #Microsoft #IT'}"
"{'tweet_id': '126569812120973312', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#GripmetICT, 10 nov in de #GrolschVeste met oa #Citrix, #VMware, #Microsoft, #RES, #Dell. Meer info kijk op: http://t.co/O78JjLC1'}"
"{'tweet_id': '126568272819793920', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Nos vidéos de Batman Arkham City http://t.co/07Pau5TJ #sony #microsoft #buzz'}"
"{'tweet_id': '126566043928895489', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Workshop med @technet idag. Interessant! #citrix #Microsoft  #SYSIKT'}"
"{'tweet_id': '126565939075497984', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'seit #apple #facebook und #google die großen bösen sind, ist #microsoft irgendwie wieder der sympathische nerdverein http://t.co/IUvizP0T'}"
"{'tweet_id': '126565301801320448', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @druncks: In de smartphonewereld lopen 57 patentrechtszaken. De grote winnaar lijkt #Microsoft. http://t.co/m7oqSFhA #patent #depers'}"
"{'tweet_id': '126564298209247232', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @MicrosoftSrbija: Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f'}"
"{'tweet_id': '126564244329218048', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f'}"
"{'tweet_id': '126563471662915584', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @RomanKrd: На Microsoft Management Summit 2011 проблемы с интернет #russia #microsoft'}"
"{'tweet_id': '126563328213516288', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Estudio: Microsoft vende más http://t.co/1VfC5PH1 #microsoft #tecnologia #tic #IT'}"
"{'tweet_id': '126561890825543680', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Microsoft desarrolla una pantalla táctil proyectada sobre cualquier superficie http://t.co/Mg0iFSAo #microsoft #tecnologia #tic #omnitouch'}"
"{'tweet_id': '126560506097049600', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @arelance: #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb'}"
"{'tweet_id': '126558250194829312', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Check this site\nhttp://t.co/1Sh9T5u8\nFor best soft weres.\n#microsoft \n#Prince_156'}"
"{'tweet_id': '126556805877858306', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Microsoft Research dévoile une interface futuriste avec Kinect | via @Xboxygen.com http://t.co/sRb0qLRA #Microsoft #MS #Kinect'}"
"{'tweet_id': '126556628173598720', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft #Silverlight v4.0.60831 &amp; v5.0.60818 RC | fanSte.nl http://t.co/b4IRd1qa via @pryourblog'}"
"{'tweet_id': '126555304212176897', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft: Jetzt wird jede Hand zum Touch-Screen http://t.co/46F2PM7v #OmniTouch'}"
"{'tweet_id': '126553180711559169', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Skype ya es oficialmente parte de #Microsoft ¿Utilizas este servicio #voIP? ¿Que opinión te merece esta adquisición? #tecnologia'}"
"{'tweet_id': '126553028730953730', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Definitivní: #Skype pod #Microsoft. Co to pro nás znamená? - http://t.co/L5f00xew'}"
"{'tweet_id': '126550811894480896', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Je moet er wel een mechanische papegaai voor op je schouder hebben, maar dan heb je ook wat! Erg gaaf! #microsoft http://t.co/sBPd8Nbg'}"
"{'tweet_id': '126549243061207040', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft'}"
"{'tweet_id': '126547733359230976', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Microsoft Security Essentialの定義ファイルがアップデートしました：1.115.68.0 &gt; http://t.co/lZde20Vy #Microsoft'}"
"{'tweet_id': '126547233473691649', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Nieuwe blogpost:Topsport: http://t.co/Fz5qx2cg \n#datacenter #privatecloud #microsoft'}"
"{'tweet_id': '126546080384040960', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft e #Adobe i più danneggiati dalla #pirateria http://t.co/GLCjzqXG #mercato'}"
"{'tweet_id': '126544902107570176', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'NAVIGE in TerDege Nieuw 17 opgenomen in rubriek Personalia en Bedrijven als zelfstandig ondernemer #Microsoft #Dynamics…http://t.co/TAILFVUV'}"
"{'tweet_id': '126540569844523008', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Microsoft ha migliorato la ricerca per la barra d’avvio di Windows 8: Windows 8 abbatterà... http://t.co/9LEIev0n #windows #microsoft'}"
"{'tweet_id': '126539960890306560', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '@torbenleuschner die haben was an der Waffel #ie #microsoft #wunschdenken'}"
"{'tweet_id': '126536951984689152', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft vend des licences d’utilisation pour des softs qui ne lui appartiennent pas. : http://t.co/bc6v9hRT #korben'}"
"{'tweet_id': '126532894272397312', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'http://t.co/k3quwgcu #url unblocker #microsoft proxy #proxy for orkut #gmail proxy microsoft proxy server unblocked proxy site freega...'}"
"{'tweet_id': '126531176243539968', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Novell wärmt alten Rechtsstreit mit #Microsoft auf | ITespresso.de http://t.co/JBUyD6ou'}"
"{'tweet_id': '126530398317592576', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @packard_bell: Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj'}"
"{'tweet_id': '126530235402424322', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Windows 8: #Microsoft schafft den Startbildschirm ab... http://t.co/06vsmKdm'}"
"{'tweet_id': '126527536313278465', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @ricklennie: Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP'}"
"{'tweet_id': '126526431298723841', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft portiert #Enterprise BI-Apps auf iOS und Android | ITespresso.de http://t.co/XUEPaaR2'}"
"{'tweet_id': '126523675364171778', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @puntogeek: Hace tiempo:: Según Microsoft, Firefox es spyware http://t.co/UnFkqPaJ #Firefox #Microsoft'}"
"{'tweet_id': '126523554568224771', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Hace tiempo:: Según Microsoft, Firefox es spyware http://t.co/UnFkqPaJ #Firefox #Microsoft'}"
"{'tweet_id': '126518913294020608', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP'}"
"{'tweet_id': '126506168184078336', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Google 跟 #Samsung 今天發佈使用 #Android 4.0 作業系統的 #Galaxy #Nexus … 接下來，蘋果及 #Microsoft 會告兩者侵權嗎？'}"
"{'tweet_id': '126500518515310592', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'RT @packard_bell: #Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF'}"
"{'tweet_id': '126500332078505985', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Microsoft presenta un teclado #touch sobre cualquier superficie  http://t.co/mU1FdIhF'}"
"{'tweet_id': '126488920329433088', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'Official plush Portal turrets deploying this December http://t.co/M7h8Orkc #mac #microsoft #pc #playstation'}"
"{'tweet_id': '126487014957785088', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Job #ICT System- und Netzwerk Spezialist/in: planova human capital ag, St. Gallen http://t.co/WYHjUOqr #Microsoft #IT'}"
"{'tweet_id': '126485491238436866', 'label': 'irrelevant', 'topic': 'microsoft', 'text': 'este hueon no cacha que hay mouses que funcionan sobre cualquier superficie #microsoft @clubdelacomedia'}"
"{'tweet_id': '126484927649820673', 'label': 'irrelevant', 'topic': 'microsoft', 'text': '#Alunos, vcs podem baixar a versão de avaliação do #Windows7 #Enterprise, de graça, diretamente da #Microsoft...Vejam - http://t.co/1rXnEpYl'}"
"{'tweet_id': '126883590041640960', 'label': 'positive', 'topic': 'twitter', 'text': 'i love my background!! #twitter'}"
"{'tweet_id': '126883416280006656', 'label': 'positive', 'topic': 'twitter', 'text': 'Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps'}"
"{'tweet_id': '126883364887203840', 'label': 'positive', 'topic': 'twitter', 'text': '@loveguru_b i miss my #twitter boo'}"
"{'tweet_id': '126883187300384768', 'label': 'positive', 'topic': 'twitter', 'text': 'Got this new #twitter app and a fresh ass theme with it! FWM'}"
"{'tweet_id': '126882662932692992', 'label': 'positive', 'topic': 'twitter', 'text': ""I'm starting to get really concerned, sending hashtags in emails :P #twitter is taking over our lives :D""}"
"{'tweet_id': '126881835463614464', 'label': 'positive', 'topic': 'twitter', 'text': 'I cnt get over that shit lol hell naw #Twitter'}"
"{'tweet_id': '126881080178507776', 'label': 'positive', 'topic': 'twitter', 'text': 'Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx'}"
"{'tweet_id': '126879785908580352', 'label': 'positive', 'topic': 'twitter', 'text': 'Gotta love #Twitter - shit goes round the World like lightning-on-speed...'}"
"{'tweet_id': '126879662851887104', 'label': 'positive', 'topic': 'twitter', 'text': '@LuCkY_2_HaVe #Twitter'}"
"{'tweet_id': '126877750131818497', 'label': 'positive', 'topic': 'twitter', 'text': 'In that #twitter mood!'}"
"{'tweet_id': '126877362632667136', 'label': 'positive', 'topic': 'twitter', 'text': ""When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3""}"
"{'tweet_id': '126877263311536128', 'label': 'positive', 'topic': 'twitter', 'text': 'I lovee #Twitter   #swaag!'}"
"{'tweet_id': '126877209813188608', 'label': 'positive', 'topic': 'twitter', 'text': 'Dear #Twitter, I fucking missed you today, &gt;&gt; internet was down :/'}"
"{'tweet_id': '126877171926040576', 'label': 'positive', 'topic': 'twitter', 'text': 'My 100 tweet goes to #twitter . Thanks for providing me with another way of keeping me busy during school!'}"
"{'tweet_id': '126877056578486272', 'label': 'positive', 'topic': 'twitter', 'text': '#Twitter TEAMO♥ Chao!'}"
"{'tweet_id': '126876125107462144', 'label': 'positive', 'topic': 'twitter', 'text': 'RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, socia ...'}"
"{'tweet_id': '126874748469788672', 'label': 'positive', 'topic': 'twitter', 'text': ""Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P""}"
"{'tweet_id': '126874346873556993', 'label': 'positive', 'topic': 'twitter', 'text': '@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.'}"
"{'tweet_id': '126873707066048513', 'label': 'positive', 'topic': 'twitter', 'text': 'Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo'}"
"{'tweet_id': '126873518385274882', 'label': 'positive', 'topic': 'twitter', 'text': ""Laying down on my bed and I'm on my favorite app. #twitternation #twitter &gt; #facebook""}"
"{'tweet_id': '126873128348561409', 'label': 'positive', 'topic': 'twitter', 'text': '@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter'}"
"{'tweet_id': '126870551032643584', 'label': 'positive', 'topic': 'twitter', 'text': 'RT@jeffbullas Twitters impressive numbers  http://t.co/VJRSsfYn #Twitter #SMM #SocialMedia'}"
"{'tweet_id': '126869964144644097', 'label': 'positive', 'topic': 'twitter', 'text': '#Twitter is hella coo... like farreal i love twitter.'}"
"{'tweet_id': '126868475892338688', 'label': 'positive', 'topic': 'twitter', 'text': ""Haven't been on this Twitter shit in a while man. Here because looks like #AboutThatLife be haven hella fun on #Twitter""}"
"{'tweet_id': '126867350476697601', 'label': 'positive', 'topic': 'twitter', 'text': '#twitter addict :)'}"
"{'tweet_id': '126864056366804992', 'label': 'positive', 'topic': 'twitter', 'text': ""@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!""}"
"{'tweet_id': '126863084433326080', 'label': 'positive', 'topic': 'twitter', 'text': 'I would like to thank #twitter for being here when I was bored ,sad , mad, happy and every other mood . Now twitter is a true friend .!'}"
"{'tweet_id': '126862820578050048', 'label': 'positive', 'topic': 'twitter', 'text': 'RT @derryXOwners: I like #twitter'}"
"{'tweet_id': '126862443275235328', 'label': 'positive', 'topic': 'twitter', 'text': 'I love #twitter #twitterswag'}"
"{'tweet_id': '126862124201947136', 'label': 'positive', 'topic': 'twitter', 'text': ""This twitter shit is funny and entertaining ... I haven't did shit all day but my fingers are hurting #twitter""}"
"{'tweet_id': '126861364227608577', 'label': 'positive', 'topic': 'twitter', 'text': 'RT @TreyHob21: #twitter gives everyone that voice that they believe should be heard by people... unlike real life... lol'}"
"{'tweet_id': '126860944352612353', 'label': 'positive', 'topic': 'twitter', 'text': '#twitter i love you!'}"
"{'tweet_id': '126860046981279744', 'label': 'positive', 'topic': 'twitter', 'text': '@science_alex hashtags are used here #twitter&gt;facebook'}"
"{'tweet_id': '126859858443112449', 'label': 'positive', 'topic': 'twitter', 'text': 'I keep forgettin how much i really like #Twitter lol'}"
"{'tweet_id': '126857095088840706', 'label': 'positive', 'topic': 'twitter', 'text': '#twitter is jumpin as usual :)'}"
"{'tweet_id': '126857082199744513', 'label': 'positive', 'topic': 'twitter', 'text': 'My Facebook messed up and I had to make a new one so... add me! Haha at least #twitter is reliable'}"
"{'tweet_id': '126883562652844033', 'label': 'negative', 'topic': 'twitter', 'text': '#Twitter y #Facebook OFF'}"
"{'tweet_id': '126882964582838272', 'label': 'negative', 'topic': 'twitter', 'text': ""RT @mainey_maine: RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/ ...""}"
"{'tweet_id': '126882934568390656', 'label': 'negative', 'topic': 'twitter', 'text': ""Just hit my hourly usage limit on #twitter. How does that even happen? All I'm doing is listing people...and I was almost done! #ugh""}"
"{'tweet_id': '126882761733705728', 'label': 'negative', 'topic': 'twitter', 'text': 'RT @FuckingShinez: #Twitter = #Dead ""this is why im never on it now""'}"
"{'tweet_id': '126881698783834112', 'label': 'negative', 'topic': 'twitter', 'text': 'I hate #twitter right now..'}"
"{'tweet_id': '126880978185625600', 'label': 'negative', 'topic': 'twitter', 'text': '@ZackSiezmagraff A few people are reporting #twitter retweets not working. Probably a technical problem.'}"
"{'tweet_id': '126879964619485185', 'label': 'negative', 'topic': 'twitter', 'text': ""Anyone in #twitter land know if retweets are broken? Haven't seen any since Tuesday.""}"
"{'tweet_id': '126878518310223874', 'label': 'negative', 'topic': 'twitter', 'text': ""RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, (cont) http://t.co/xGHoev8k""}"
"{'tweet_id': '126878448575717376', 'label': 'negative', 'topic': 'twitter', 'text': ""RT @ItalianJoya: i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!""}"
"{'tweet_id': '126877484271665152', 'label': 'negative', 'topic': 'twitter', 'text': ""#Twitter ain't showing my current mentions or my tweets retweeted #Ughh""}"
"{'tweet_id': '126877335399051264', 'label': 'negative', 'topic': 'twitter', 'text': ""i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!""}"
"{'tweet_id': '126877135926337537', 'label': 'negative', 'topic': 'twitter', 'text': '#Twitter = #Dead ""this is why im never on it now""'}"
"{'tweet_id': '126876682207502336', 'label': 'negative', 'topic': 'twitter', 'text': ""#Twitter'sMalfunctioningAgain""}"
"{'tweet_id': '126876493153452032', 'label': 'negative', 'topic': 'twitter', 'text': ""#Twitter is blowing me ; I can't see my retweets ;(""}"
"{'tweet_id': '126876140269862912', 'label': 'negative', 'topic': 'twitter', 'text': 'Man #Twitter Is Gettin #BORING'}"
"{'tweet_id': '126876046028050432', 'label': 'negative', 'topic': 'twitter', 'text': ""#twitter app also doesn't show me the conversation when I touch a tweet.""}"
"{'tweet_id': '126875653210521600', 'label': 'negative', 'topic': 'twitter', 'text': ""Anyone else having trouble with the (i)Pad #twitter app not updating @'s? I get notified but can't see them in the app.""}"
"{'tweet_id': '126873912624693249', 'label': 'negative', 'topic': 'twitter', 'text': '#Twitter got me all messed up everytime i compose a text msg i get stressed I only have 140 caracteres! all dis networkin is gettin confusin'}"
"{'tweet_id': '126872492118769664', 'label': 'negative', 'topic': 'twitter', 'text': '#Twitter is Fawkin up!!!'}"
